,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
26,-0.5391662584750891,0.7995458850780948,0.8400041347276065,1,2,72,1,1,1,3919,4681,1,22,4,2,80,0,10,5,3,10,2,6,7,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
27,0.5558522548689022,-0.2763844829531117,-0.14714972001373974,4,3,48,3,2,2,6825,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
28,0.7748559575377005,-0.806912360277255,-0.270543951856408,4,1,42,2,3,4,10248,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,0.9938596602064987,-0.2416770517262986,-0.8875151110697495,4,2,83,3,5,1,18947,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,-0.42966440714069,0.30124633675027795,-0.8875151110697495,3,3,78,3,1,4,2496,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
31,0.7748559575377005,1.627566030060636,0.09963874367159682,4,4,41,3,2,4,6465,19121,2,13,3,4,80,0,9,5,4,4,2,1,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
32,-0.7581699611438873,-1.679556345408556,-0.02375548817107146,2,4,83,2,1,3,2206,16117,1,13,3,1,80,0,10,5,3,10,0,1,8,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
33,0.22734670086570485,0.22935237206616507,-0.5173324155417446,3,4,56,3,2,4,2086,3335,3,14,3,3,80,1,19,6,4,1,0,0,0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
34,-1.4151810691502822,0.02606598916625969,-1.0109093429124179,3,2,61,3,1,4,2293,3020,2,16,3,1,80,1,6,2,2,2,0,2,0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
35,0.6653541062033014,1.1664530151901191,-0.8875151110697495,2,4,72,4,1,3,2645,21923,1,12,3,4,80,2,6,3,2,5,3,1,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36,1.4318670655440953,0.16489571407351214,-0.7641208792270812,2,1,86,2,1,3,2683,3810,1,14,3,3,80,0,3,2,3,3,2,0,2,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
37,-0.2106607044718917,0.2169568609137318,-0.8875151110697495,3,4,97,3,1,4,2014,9687,1,13,3,1,80,0,2,3,3,2,2,2,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
38,-0.10115885313749257,0.12275097615523907,-0.5173324155417446,4,2,82,2,1,1,3419,13072,9,14,3,4,80,1,6,3,4,1,1,0,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
39,-0.42966440714069,0.8392115207658811,-1.0109093429124179,3,3,42,4,2,1,5376,3193,2,19,3,1,80,2,10,3,3,5,3,1,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40,-0.2106607044718917,-0.8391406892735814,-0.6407266473844129,2,3,75,3,1,4,1951,10910,1,12,3,3,80,1,1,3,3,1,0,0,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
41,-1.0866755151470848,1.0846426415840595,-0.8875151110697495,4,4,33,3,1,1,2341,19715,1,13,3,4,80,1,1,6,3,1,0,0,0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
42,-1.1961773664814839,1.3746976025509978,1.950552221311621,3,1,48,1,1,3,2293,10558,1,12,3,3,80,0,1,2,2,1,0,0,1,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
43,-1.0866755151470848,0.4747834928843435,-0.14714972001373974,3,4,37,3,3,3,8726,2975,1,15,3,4,80,0,9,0,3,9,8,1,7,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
44,-0.7581699611438873,-0.2020114160385122,-1.0109093429124179,2,3,58,3,2,4,4011,10781,1,23,4,4,80,0,12,2,3,12,8,3,7,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,0.4463504035345031,1.3821349092424577,0.3464272073569334,3,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
46,-0.3201625558062908,0.6507997512488957,1.7037637576262845,4,2,72,3,2,3,4568,10034,0,20,4,3,80,0,10,2,3,9,5,8,7,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
47,0.008342998196906572,-0.977970414180834,1.2101868302556114,2,2,73,3,1,2,3022,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
48,0.9938596602064987,1.0127486768999467,-0.5173324155417446,4,1,98,3,2,4,5772,20445,4,21,4,3,80,0,14,4,3,9,6,0,8,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
49,-0.2106607044718917,1.0573725170487065,-0.14714972001373974,1,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
50,1.2128633628752972,-0.43752612793474405,-1.0109093429124179,2,1,98,2,3,3,5381,19294,9,13,3,4,80,0,23,2,3,1,0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
51,-0.9771736638126857,1.5655884742984698,-0.5173324155417446,4,3,50,3,1,3,3441,11179,1,13,3,3,80,0,2,3,2,2,2,2,2,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
52,0.7748559575377005,1.699459994744749,-1.0109093429124179,5,2,75,3,2,1,5454,4009,5,21,4,3,80,1,9,2,2,4,3,1,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
53,-0.2106607044718917,0.7301310226244685,0.2230329755142651,2,3,79,2,3,1,9884,8302,2,13,3,3,80,1,10,3,3,4,0,2,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
54,-1.1961773664814839,1.5879003943728498,1.7037637576262845,3,3,47,2,2,4,4157,21436,7,19,3,3,80,1,5,2,2,2,2,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
55,-0.42966440714069,-0.7127064755187623,-1.0109093429124179,2,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
56,-0.2106607044718917,0.12523007838572572,1.0867925984129432,5,2,71,3,3,1,9069,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
57,-0.2106607044718917,0.8416906229963679,1.7037637576262845,4,3,30,3,1,1,4014,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
58,-0.6486681098094882,-0.36563216325063114,-0.270543951856408,4,4,48,3,2,4,5915,9528,3,22,4,4,80,1,10,3,2,7,7,1,7,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
59,0.008342998196906572,0.7747548627732282,-1.0109093429124179,4,1,51,2,2,3,5993,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
60,-0.5391662584750891,-0.9308674718015876,-1.0109093429124179,3,1,33,3,2,4,6162,10877,1,22,4,2,80,1,9,3,3,9,8,7,8,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
61,0.11784484953130571,-0.3705903677116045,2.4441291486822943,5,4,50,3,2,4,2406,5456,1,11,3,4,80,0,10,2,3,10,3,9,9,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
62,1.4318670655440953,0.46238798173191026,-0.270543951856408,2,2,43,2,5,3,18740,16701,5,12,3,4,80,1,29,2,2,27,3,13,8,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
63,2.4173837275536876,1.5680675765289565,1.950552221311621,3,1,99,3,3,1,7637,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
64,-0.10115885313749257,1.0424979036657867,-0.14714972001373974,3,3,59,3,3,3,10096,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
65,1.979376322216091,0.08308534046745267,-0.14714972001373974,3,4,33,3,4,3,14756,19730,2,14,3,3,80,3,21,2,3,5,0,0,2,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
66,-0.10115885313749257,0.9730830412121604,0.2230329755142651,3,2,95,2,2,2,6499,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
67,0.8843578088720997,1.330073762402238,-0.270543951856408,3,2,59,3,3,1,9724,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
68,-0.2106607044718917,-0.3433202431762513,-1.0109093429124179,3,2,79,3,1,1,2194,5868,4,13,3,4,80,1,5,2,2,3,2,1,2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
69,-0.10115885313749257,-1.2010896149246324,-0.02375548817107146,3,4,79,2,1,3,3388,21777,0,17,3,1,80,1,2,0,2,1,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
70,2.4173837275536876,1.04745610812676,-1.0109093429124179,1,1,57,2,2,3,5473,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
71,-0.8676718124782865,1.3028036378668848,-0.8875151110697495,3,3,76,3,1,2,2703,4956,0,23,4,4,80,1,6,3,3,5,4,0,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
72,-0.6486681098094882,0.6929444891671688,-1.0109093429124179,4,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
73,-0.5391662584750891,-0.6308961019127028,-1.0109093429124179,3,2,66,3,2,2,6220,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
74,-0.10115885313749257,-1.6622026297951495,-0.3939381836990763,3,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
75,-0.6486681098094882,-0.14003386027634593,-0.14714972001373974,4,3,61,3,2,4,4424,20682,1,23,4,4,80,0,11,2,3,11,7,1,8,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
76,-0.2106607044718917,-0.06566079336174639,-1.0109093429124179,4,3,32,2,2,1,4312,23016,0,14,3,2,80,0,16,2,3,15,13,2,8,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
77,0.8843578088720997,-1.5109773937354638,-0.3939381836990763,4,4,52,3,3,1,13245,15067,4,14,3,2,80,0,17,3,4,0,0,0,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
78,0.008342998196906572,-1.0052405387161871,-0.270543951856408,4,1,30,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
79,0.9938596602064987,0.35330748359049763,-0.5173324155417446,2,2,80,3,2,2,5021,10425,8,22,4,4,80,1,16,2,3,4,2,0,2,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True
80,-0.7581699611438873,0.12275097615523907,-1.0109093429124179,1,4,55,2,2,4,5126,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
81,-0.2106607044718917,1.0201859835914067,-1.0109093429124179,3,2,30,2,1,3,2859,26278,1,18,3,1,80,0,6,3,3,6,4,0,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
82,1.979376322216091,-1.7142637766353692,-1.0109093429124179,2,1,70,3,3,4,10239,18092,3,14,3,4,80,1,24,4,3,1,0,1,0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
83,0.11784484953130571,-0.5689185461505365,-0.3939381836990763,3,2,79,1,2,4,5329,15717,7,12,3,4,80,3,17,3,3,13,11,1,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
84,-0.3201625558062908,0.868960747531721,-1.0109093429124179,2,1,94,3,2,2,4325,17736,1,15,3,3,80,0,5,2,3,5,2,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
85,2.08887817355049,1.4812989984619238,-0.270543951856408,3,4,49,1,3,4,7260,21698,4,11,3,1,80,0,37,3,2,6,4,0,2,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
86,-1.5246829204846812,-0.6482498175261093,-0.8875151110697495,1,3,62,3,1,1,2322,9518,3,13,3,3,80,1,3,3,3,0,0,0,0,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
87,1.5413689168784945,-0.9184719606491543,-0.02375548817107146,4,4,96,3,1,4,2075,18725,3,23,4,2,80,2,10,4,3,4,2,0,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
88,-0.7581699611438873,-1.275462681839232,-0.8875151110697495,3,3,99,2,2,4,4152,15830,1,19,3,1,80,3,11,3,3,11,10,10,8,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
89,0.9938596602064987,-0.33092473202381806,-0.02375548817107146,2,3,64,2,3,4,9619,13596,1,16,3,4,80,0,9,3,3,9,8,4,7,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
90,0.33684855220010396,-0.6755199420614625,-1.0109093429124179,4,3,78,2,4,2,13503,14115,1,22,4,4,80,1,22,3,2,22,3,11,11,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
91,1.5413689168784945,-0.4226515145518241,1.456975293940948,4,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,2,1,10,7,1,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
92,-0.7581699611438873,1.3176782512498049,-0.6407266473844129,2,3,63,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
93,0.9938596602064987,-0.4077769011689042,-1.0109093429124179,3,3,40,2,3,1,10673,3142,2,13,3,3,80,1,21,5,2,10,9,9,5,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
94,-0.5391662584750891,0.7202146137025219,-0.3939381836990763,4,2,87,3,2,3,5010,24301,1,16,3,1,80,0,12,0,3,11,8,5,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
95,1.869874470881692,1.0276232902828666,-0.8875151110697495,4,1,60,3,3,3,13549,24001,9,12,3,1,80,1,16,5,1,4,3,0,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
96,-1.4151810691502822,1.3647811936290513,-0.7641208792270812,2,1,33,3,2,3,4999,17519,0,21,4,1,80,1,4,2,2,3,2,0,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
97,-0.9771736638126857,-1.6919518565609895,-0.6407266473844129,3,2,43,3,2,3,4221,8863,1,15,3,2,80,0,5,3,4,5,4,0,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
98,2.3078818762192883,-0.29869640302749156,0.09963874367159682,4,4,37,3,4,3,13872,24409,0,13,3,3,80,0,38,1,2,37,10,1,8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
99,0.7748559575377005,-0.7771631335114152,1.7037637576262845,3,2,67,3,2,2,2042,25043,4,12,3,3,80,1,17,3,4,3,2,1,2,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
100,0.008342998196906572,0.011191375783339787,-0.3939381836990763,4,3,63,3,1,1,2073,23648,4,22,4,4,80,0,7,3,3,3,2,0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
101,-0.5391662584750891,0.060773420393072805,-1.0109093429124179,1,4,71,3,1,1,2956,15178,1,13,3,4,80,0,1,2,3,1,0,0,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
102,-1.8531884744878788,0.16985391853448545,-0.3939381836990763,3,4,66,2,1,4,2926,19783,1,18,3,2,80,0,1,5,3,1,0,1,0,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
103,-0.3201625558062908,-0.3408411409457646,-0.3939381836990763,4,1,41,3,2,3,4809,12482,1,14,3,3,80,0,16,3,3,16,13,2,10,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
104,0.008342998196906572,0.5888221954867294,-0.8875151110697495,2,3,100,2,2,4,5163,15850,5,14,3,4,80,1,17,2,4,1,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
105,2.4173837275536876,1.5308810430716568,-0.8875151110697495,4,3,32,2,5,4,18844,21922,9,21,4,4,80,1,30,3,3,3,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
106,1.4318670655440953,0.7747548627732282,-1.0109093429124179,3,1,73,3,5,2,18172,9755,3,19,3,1,80,0,28,1,2,8,3,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
107,-1.3056792178158831,-1.3944595889025913,-0.5173324155417446,3,3,46,2,2,3,5744,26959,1,11,3,4,80,0,6,1,3,6,4,0,3,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
108,-1.3056792178158831,1.1838067308035256,-0.270543951856408,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,2,3,2,2,2,1,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
109,-1.6341847718190805,-0.6656035331395159,0.7166099028849382,3,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,5,3,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
